sentence	entity_01	entity_02	label
앙카라 는 터키 의 초대 대통령 무스타파 케말 아타튀르크 의 정치 적 중심지 로 , 1923 년 오스만 제국 이 멸망 하 고 터키 공화국 이 세워 지 자 , 이스탄불 을 대신 해 수도 로 지정 됐 다 . 	무스타파 케말 아타튀르크	오스만 제국	19
2 세기 에 들 어 중국 의 장 형 은 원주 율 을 3 . 1623 으로 계산 하 였 고 5 세기 중국 남북조 시대  송 의 조충지 는 3 . 141592 로 계산 하 였 다 . 	조충지	송	19
1687 년 스위스 의 바젤 의 수학 교수 였 던 야코프 베르누이 와 요한 베르누이 형제 는 조화 급수 가 함수 의 극한 # 발산 한 다는 사실 을 증명 하 였 다 . 	야코프 베르누이	바젤	19
1687 년 스위스 의 바젤 의 수학 교수 였 던 야코프 베르누이 와 요한 베르누이 형제 는 조화 급수 가 함수 의 극한 # 발산 한 다는 사실 을 증명 하 였 다 . 	요한 베르누이	바젤	19
 정주영 은 1915 년 11 월 25 일 에 강원도 통천군 답 전면 아산리 ( 현 조선민주주의인민공화국 강원도  통천군 로상리 ) 에서 아버지 정봉식 과 어머니 한성실 사이 에서 6 남 2 녀 중 장남 으로 태어났 다 . 	정주영	통천군	19
 정주영 은 1915 년 11 월 25 일 에 강원도 통천군 답 전면 아산리 ( 현 조선민주주의인민공화국  강원도 통천군 로상리 ) 에서 아버지 정봉식 과 어머니 한성실 사이 에서 6 남 2 녀 중 장남 으로 태어났 다 . 	정주영	강원도	19
 정주영 은 1915 년 11 월 25 일 에 강원도  통천군 답 전면 아산리 ( 현 조선민주주의인민공화국 강원도 통천군 로상리 ) 에서 아버지 정봉식 과 어머니 한성실 사이 에서 6 남 2 녀 중 장남 으로 태어났 다 . 	정주영	통천군	19
 정주영 은 1915 년 11 월 25 일 에 강원도 통천군 답 전면 아산리 ( 현 조선민주주의인민공화국 강원도 통천군 로상리 ) 에서 아버지 정봉식 과 어머니 한성실 사이 에서 6 남 2 녀 중 장남 으로 태어났 다 . 	정주영	강원도	19
 프리먼 다이슨 은 1923 년 12 월 15 일 영국 버크셔 주 크로손 ( ) 에서 태어났 다 . 	프리먼 다이슨	버크셔 주	19
 리처드 도킨스 는 1941 년 3 월 26 일 케냐  나이로비 에서 태어났 다 . 	리처드 도킨스	나이로비	19
 빌 클린턴 은 아칸소 주 호프 ( Hope ) 에서 윌리엄 제퍼슨 블라이드 3 세 라는 이름 으로 태어났 다 . 	빌 클린턴	아칸소 주	19
 레온하르트 오일러 ( , , 1707 년 4 월 15 일 ~ 1783 년 9 월 18 일 ) 는 스위스  바젤 에서 태어난 수학자 , 물리학자 , 천문학자 이 다 . 	레온하르트 오일러	바젤	19
15 세기 명나라 의 정화 는 쑤저우 에서 몸바사 에 이르 는 인도양 을 항해 하 여 무역로 를 개척 하 였 다 . 	정화	명나라	19
세 번 째 아내 인 줘린 은 윈난 성 의 한 실업가 의 딸 이 었 다 . 	줘린	윈난 성	19
 조선 조선 선조 때 의 문인 인 윤두수 의 후손 으로 대한제국 의 관료 윤웅렬 의 종손 이 며 윤치호 의 종질 이 다 . 	윤두수	조선	19
 조선 조선 선조 때 의 문인 인 윤두수 의 후손 으로 대한제국 의 관료 윤웅렬 의 종손 이 며 윤치호 의 종질 이 다 . 	조선 선조	조선	19
조선 조선 선조 때 의 문인 인 윤두수 의 후손 으로 대한제국 의 관료 윤웅렬 의 종손 이 며 윤치호 의 종질 이 다 . 	윤웅렬	대한제국	19
 조선 조선 선조 때 의 문인 인 윤두수 의 후손 으로 대한제국 의 관료 윤웅렬 의 종손 이 며 윤치호 의 종질 이 다 . 	윤치호	조선	19
 조선 조선 선조 때 의 문인 인 윤두수 의 후손 으로 대한제국 의 관료 윤웅렬 의 종손 이 며 윤치호 의 종질 이 다 . 	윤웅렬	조선	19
해위 윤보선 은 1897 년 8 월 26 일 충청남도  아산시 둔포면 신항 1 리 새말 부락 에서 중추원 의관 동야 윤치소 ( 尹致昭 ) 와 중추원의관 을 지낸 전주이 씨 이재룡 ( 李載龍 , 다른 이름 은 이봉하 ( 李鳳夏 ) ) 의 장녀 인 이범숙 ( 李範淑 ) 의 장남 으로 태어났 다 . 	윤보선	아산시	19
해위 윤보선 은 1897 년 8 월 26 일  충청남도 아산시 둔포면 신항 1 리 새말 부락 에서 중추원 의관 동야 윤치소 ( 尹致昭 ) 와 중추원의관 을 지낸 전주이 씨 이재룡 ( 李載龍 , 다른 이름 은 이봉하 ( 李鳳夏 ) ) 의 장녀 인 이범숙 ( 李範淑 ) 의 장남 으로 태어났 다 . 	윤보선	충청남도	19
그 의 선조 는 조선 조선 선조 때 의정부 영의정 을 지낸 윤두수 였 고 , 할아버지 윤영렬 과 종조부 윤웅렬 은 당대 의 고관 이 었 다 . 	조선 선조	조선	19
그 의 선조 는 조선 조선 선조 때 의정부 영의정 을 지낸 윤두수 였 고 , 할아버지 윤영렬 과 종조부 윤웅렬 은 당대 의 고관 이 었 다 . 	윤웅렬	조선	19
그 의 선조 는 조선 조선 선조 때 의정부 영의정 을 지낸 윤두수 였 고 , 할아버지 윤영렬 과 종조부 윤웅렬 은 당대 의 고관 이 었 다 . 	윤영렬	조선	19
그 의 선조 는 조선 조선 선조 때 의정부 영의정 을 지낸 윤두수 였 고 , 할아버지 윤영렬 과 종조부 윤웅렬 은 당대 의 고관 이 었 다 . 	윤두수	조선	19
 윤보선 의 10 대조 윤두수 와 윤근수 는 조선 조선 선조 때 의 형제 정승 이 었 다 . 	윤보선	조선	19
윤보선 의 10 대조 윤두수 와 윤근수 는 조선 조선 선조 때 의 형제 정승 이 었 다 . 	윤근수	조선	19
윤보선 의 10 대조 윤두수 와 윤근수 는 조선 조선 선조 때 의 형제 정승 이 었 다 . 	윤두수	조선	19
윤보선 의 10 대조 윤두수 와 윤근수 는 조선 조선 선조 때 의 형제 정승 이 었 다 . 	조선 선조	조선	19
종조부 윤웅렬 이 무과 에 급제 하 고 조부 윤영렬 이 중앙 관직 에 진출 하 였 고 , 당숙 윤치호 가 다시 대한제국 에서 외무부 , 학부 협판 과 한성부 판윤 으로 출세 하 여 가세 를 일으켰 다 . 	윤웅렬	대한제국	19
1977 년 강희남 , 문익환 목사 등 전주교도소 에 수감 된 인사 들 을 면회 하 러 공덕귀 , 양일동 , 이희호 등 을 대동 하 고 전라북도 전주 로 내려갔 다가 거절 당하 고 되돌아왔 다 . 	양일동	전라북도	19
윤보선 의 생가 역시 1984 년 12 월 국가 지정 중요 민속자료 제 196 호 로 지정 되 었 으며 , 2009 년 12 월 고향 인 충청남도 아산시 의 생가 에 아산시 와 윤보선 대통령 기념 사업회 등 의 주최 로 윤보선 기념 전시관 이 열린 뒤 , 바로 윤보선 기념관 이 개관 되 었 다 . 	윤보선	충청남도	19
윤보선 의 생가 역시 1984 년 12 월 국가 지정 중요 민속자료 제 196 호 로 지정 되 었 으며 , 2009 년 12 월 고향 인 충청남도  아산시 의 생가 에 아산시 와 윤보선 대통령 기념 사업회 등 의 주최 로 윤보선 기념 전시관 이 열린 뒤 , 바로 윤보선 기념관 이 개관 되 었 다 . 	윤보선	아산시	19
윤보선 의 생가 역시 1984 년 12 월 국가 지정 중요 민속자료 제 196 호 로 지정 되 었 으며 , 2009 년 12 월 고향 인 충청남도 아산시 의 생가 에 아산시 와 윤보선 대통령 기념 사업회 등 의 주최 로 윤보선 기념 전시관 이 열린 뒤 , 바로 윤보선 기념관 이 개관 되 었 다 . 	윤보선	아산시	19
 윤보선 의 생가 역시 1984 년 12 월 국가 지정 중요 민속자료 제 196 호 로 지정 되 었 으며 , 2009 년 12 월 고향 인 충청남도 아산시 의 생가 에 아산시 와 윤보선 대통령 기념 사업회 등 의 주최 로 윤보선 기념 전시관 이 열린 뒤 , 바로 윤보선 기념관 이 개관 되 었 다 . 	윤보선	아산시	19
 윤보선 의 생가 역시 1984 년 12 월 국가 지정 중요 민속자료 제 196 호 로 지정 되 었 으며 , 2009 년 12 월 고향 인 충청남도  아산시 의 생가 에 아산시 와 윤보선 대통령 기념 사업회 등 의 주최 로 윤보선 기념 전시관 이 열린 뒤 , 바로 윤보선 기념관 이 개관 되 었 다 . 	윤보선	아산시	19
 윤보선 의 생가 역시 1984 년 12 월 국가 지정 중요 민속자료 제 196 호 로 지정 되 었 으며 , 2009 년 12 월 고향 인 충청남도 아산시 의 생가 에 아산시 와 윤보선 대통령 기념 사업회 등 의 주최 로 윤보선 기념 전시관 이 열린 뒤 , 바로 윤보선 기념관 이 개관 되 었 다 . 	윤보선	충청남도	19
 윤보선 이 1990 년 사망 했 을 때 국립묘지 에 안장 되 지 않 고 충남  아산시 음봉면 동천리 선영 에 안장 되 었 다 . 	윤보선	아산시	19
 나도향 ( 羅稻香 ) ( 1902 년 3 월 30 일  한성부 ~ 1926 년 8 월 26 일 ) 은 일제 강점기 의 한국 소설가 이 다 . 	나도향	한성부	19
1 월 8 일 - 이봉창 , 도쿄 에서 쇼와 천황 을 폭살 시키 려다 실패 한 사쿠라다몬의거 가 일어남 . 	쇼와 천황	도쿄	19
 프레디 머큐리 ( Freddie Mercury , 1946 년 9 월 5 일 ~ 1991 년 11 월 24 일 ) 는 잔지바르 에서 태어난 영국 의 싱어송라이터 이 다 . 	프레디 머큐리	잔지바르	19
잠시 영국 에 머물 다가 , 닐스 보어 가 있 던 코펜하겐 에서 1 년 을 지낸 다 . 	닐스 보어	코펜하겐	19
 에릭 레이먼드 ( Eric Steven Raymond , ESR , 1957 년 12 월 4 일 ~ ) 는 미국 매사추세츠 주  보스턴 에서 태어났 다 . 	에릭 레이먼드	보스턴	19
 에릭 레이먼드 ( Eric Steven Raymond , ESR , 1957 년 12 월 4 일 ~ ) 는 미국  매사추세츠 주 보스턴 에서 태어났 다 . 	에릭 레이먼드	매사추세츠 주	19
 도조 히데키 는 1884 년 도쿄 부 고지 마치 에서 일본 제국 육군 중장 도조 히데노리 ( 東條英敎 ) 의 셋째 아들 로 태어났 다 . 	도조 히데키	도쿄 부	19
조빙 은 리우데자네이루 의 상 조앙 바치 스타 ( S ã o Jo ã o Batista ) 묘지 에 묻혔 으며 , 리우데자네이루 공항 의 이름 은 1999 년 그 를 기념 하 여 갈레앙 - 안토니우 카를루스 조빙 공항 ( Gale ã o - Ant ô nio Carlos Jobim ) 으로 바꾸 었 다 . 	안토니우 카를루스 조빙	리우데자네이루	19
큰어머니 이 자 양모 였 던 전주 이 씨 는 조선 조선 태종 의 차남 효령대군 의 후손 인 이경의 ( 李景儀 ) 의 딸 이 었 다 . 	효령대군	조선	19
그 의 가계 는 김인후 의 선조 인 민 씨 부인 이 조선 태종 비 원경왕후 의 친족 으로 태종 때 외척 을 제거 하 자 화 를 피하 여 낙향 , 전라남도 장성군 으로 낙담 ( 落膽 ) 하 면서 부터 전라남도  장성군 에 새 본거지 로 삼 아 가문 이 융성 하 였 다 . 	김인후	장성군	19
그 의 가계 는 김인후 의 선조 인 민 씨 부인 이 조선 태종 비 원경왕후 의 친족 으로 태종 때 외척 을 제거 하 자 화 를 피하 여 낙향 , 전라남도 장성군 으로 낙담 ( 落膽 ) 하 면서 부터 전라남도 장성군 에 새 본거지 로 삼 아 가문 이 융성 하 였 다 . 	김인후	전라남도	19
그 의 가계 는 김인후 의 선조 인 민 씨 부인 이 조선 태종 비 원경왕후 의 친족 으로 태종 때 외척 을 제거 하 자 화 를 피하 여 낙향 , 전라남도  장성군 으로 낙담 ( 落膽 ) 하 면서 부터 전라남도 장성군 에 새 본거지 로 삼 아 가문 이 융성 하 였 다 . 	김인후	장성군	19
그 뒤 김인후 가 다시 관직 에 올라 한성부 ( 漢城 ) 에 거주 하 였 으나 다시 벼슬 을 버리 고 전라남도  장성군 으로 내려와 이후 대대 로 거주 하 였 다 . 	김인후	장성군	19
그 뒤 김인후 가 다시 관직 에 올라 한성부 ( 漢城 ) 에 거주 하 였 으나 다시 벼슬 을 버리 고 전라남도 장성군 으로 내려와 이후 대대 로 거주 하 였 다 . 	김인후	전라남도	19
조부 김요협 은 전라북도 고창군 부안면 에 집 을 짓 고 거주 하 였 고 , 김기중 과 김경중 형제 는 줄곧 그 곳 에서 거주 하 였 으며 김성수 역시 조부 가 세운 집 에서 태어났 다 . 	김경중	전라북도	19
조부 김요협 은 전라북도 고창군  부안면 에 집 을 짓 고 거주 하 였 고 , 김기중 과 김경중 형제 는 줄곧 그 곳 에서 거주 하 였 으며 김성수 역시 조부 가 세운 집 에서 태어났 다 . 	김경중	부안면	19
조부 김요협 은 전라북도  고창군 부안면 에 집 을 짓 고 거주 하 였 고 , 김기중 과 김경중 형제 는 줄곧 그 곳 에서 거주 하 였 으며 김성수 역시 조부 가 세운 집 에서 태어났 다 . 	김경중	고창군	19
조부 김요협 은 전라북도 고창군 부안면 에 집 을 짓 고 거주 하 였 고 , 김기중 과 김경중 형제 는 줄곧 그 곳 에서 거주 하 였 으며 김성수 역시 조부 가 세운 집 에서 태어났 다 . 	김기중	전라북도	19
가정 사정 때문 에 백관수 는 중도 에 포기 했 지만 김성수 는 송진우 와 길 을 떠났 는데 , 집안 에서 는 병환 을 핑계 로 노비 를 보내 그 를 불렀 으나 자신 을 부르 려는 계획 임 을 간파 하 고 는 하인 을 돌려보낸 뒤 급히 전라북도 옥구군 군산항 에서 배 를 타 고 일본 으로 건너갔 다 . 	백관수	전라북도	19
이후 와세다 대학교 예과 ( 豫科 ) 에서 수학 하 던 중 , 8 월 29 일  대한제국 이 강제 로 한일 병합 조약 되 자 충격 을 받 은 송진우 는 귀국 하 였 고 , 김성수 는 홀로 일본 에 남 아 공부 를 계속 했 다 . 	송진우	대한제국	19
한편 김성수 는 경방 의 초대 사장 에 박영효 ( 朴泳孝 ) 를 영입 하 였 는데 , 이 는 그 가 당대 의 거물 친 일 파  박영효 를 끌어들인 것 은 , 박영효 를 ' 얼굴 마담 ' 으로 내세워 조선총독부 와 조선 내 유지 세력 들 을 사업 에 끌어들이 려는 의도 에서 였 다고 풀이 할 수 있 다 . 	박영효	조선	19
한편 김성수 는 경방 의 초대 사장 에 박영효 ( 朴泳孝 ) 를 영입 하 였 는데 , 이 는 그 가 당대 의 거물 친 일 파 박영효 를 끌어들인 것 은 , 박영효 를 ' 얼굴 마담 ' 으로 내세워 조선총독부 와 조선 내 유지 세력 들 을 사업 에 끌어들이 려는 의도 에서 였 다고 풀이 할 수 있 다 . 	박영효	조선	19
조선인 에게 친근감 을 줄 수 있 는 상표 를 고민 하 던 그 는 조선 말 박영효 가 창안 한 태극기 에서 힌트 를 얻 어 태극 성 광목 이 라 이름 붙였 다 . 	박영효	조선	19
할아버지 : 김요협 ( 金堯莢 , 호 는 낙재 , 1833 년 ~ 1909 년 , 조선 대한제국 고종 때 선공감 감역 역임 ) 	김요협	조선	19
할아버지 : 김요협 ( 金堯莢 , 호 는 낙재 , 1833 년 ~ 1909 년 , 조선 대한제국 고종 때 선공감 감역 역임 ) 	대한제국 고종	조선	19
1419 년 ( 조선 조선 세종 원년 ) 5 월 대구현 · 수성현 · 해안현 · 하빈현 이상 4 개 현 을 통합 하 여 대구 군 으로 승격 하 였 다 . 	조선 세종	조선	19
1466 년 ( 조선 조선 세조 12 년 ) 대구 군 을 대구도호부 로 승격 하 였 다 . 	조선 세조	조선	19
1658 년 ( 조선 조선 효종 9 년 ) 약령시 가 경상감영 안 의 객사 주변 에서 처음 열리 기 시작 하 였 다 . 	조선 효종	조선	19
대구 에서 시작 된 국채 보상 운동 을 기념 하 기 위하 여 조성 된 국채보상운동기념공원 , 2 · 28 학 생 민주 의거 를 기념 하 여 조성 된 2 · 28 기념 중앙공원 , 조선 시대 경상감영 이 위치 하 였 던 장소 에 조성 된 경상감영공원 , 곽재우 장군 의 호 로 공원명 을 지은 망우당공원 , 동구 봉무동 에 위치 한 봉무공원 , 	곽재우	조선	19
 이토 히로부미 는 1841 년 10 월 16 일 조슈 번 스오 국 구 마게 군 ( 지금 의 야마구치 현  히카리 시 ) 야마구치 의 스오 구 니 촌 ( 周防國村 ) 에서 농민 출신 하급 무사 의 아들 로 태어났 다 . 	이토 히로부미	히카리 시	19
 이토 히로부미 는 1841 년 10 월 16 일 조슈 번 스오 국 구 마게 군 ( 지금 의 야마구치 현 히카리 시 ) 야마구치 의 스오 구 니 촌 ( 周防國村 ) 에서 농민 출신 하급 무사 의 아들 로 태어났 다 . 	이토 히로부미	야마구치 현	19
 이토 히로부미 는 1841 년 10 월 16 일 조슈 번 스오 국  구마게 군 ( 지금 의 야마구치 현 히카리 시 ) 야마구치 의 스오 구 니 촌 ( 周防國村 ) 에서 농민 출신 하급 무사 의 아들 로 태어났 다 . 	이토 히로부미	구마게 군	19
 이토 히로부미 는 1841 년 10 월 16 일 조슈 번  스오 국 구 마게 군 ( 지금 의 야마구치 현 히카리 시 ) 야마구치 의 스오 구 니 촌 ( 周防國村 ) 에서 농민 출신 하급 무사 의 아들 로 태어났 다 . 	이토 히로부미	스오 국	19
을사 늑약 체결 이후 , 그 는 대한제국 의 황태자 의민태자 의 스승 을 자처 한 다 . 	의민태자	대한제국	19
미국 전권 특사 슈펠트 제독 은 만약 조선 이 청나라 의 ' 황룡기 ' 와 비슷 한 깃발 을 게양 한 다면 조선 을 독립국 으로 인정 하 려는 자신 의 정책 에 위배 되 는 처사 라고 생각 해 , 조선 대표 인 신헌 과 김홍집 에게 ' 국기 를 제정 해 조인식 에 사용 할 것 ' 을 요구 했 다 . 	김홍집	조선	19
 한승수 : 대한민국 의 경제학자 · 교수 · 정치인 · 외교관 , 제 13 대 ( 춘천 시 ) , 제 15 대 ( 춘천시 갑 ) , 제 16 대 ( 춘천시 ) 국회의원 , 대한민국 의 제 39 대 국무총리 . 	한승수	춘천시	19
 한승수 : 대한민국 의 경제학자 · 교수 · 정치인 · 외교관 , 제 13 대 ( 춘천 시 ) , 제 15 대 ( 춘천시 갑 ) , 제 16 대 ( 춘천 시 ) 국회의원 , 대한민국 의 제 39 대 국무총리 . 	한승수	춘천시	19
 한승수 : 대한민국 의 경제학자 · 교수 · 정치인 · 외교관 , 제 13 대 ( 춘천시 ) , 제 15 대 ( 춘천시 갑 ) , 제 16 대 ( 춘천 시 ) 국회의원 , 대한민국 의 제 39 대 국무총리 . 	한승수	춘천시	19
 상하이 시 출신 으로 쑹아이링 · 쑹칭링 의 여동생 이 기 도 하 다 . 	쑹칭링	상하이 시	19
 상하이 시 출신 으로 쑹아이링 · 쑹칭링 의 여동생 이 기 도 하 다 . 	쑹아이링	상하이 시	19
 찰스 디킨스 는 영국 의 포츠머스 에서 해군 경리국 의 하급 관리 였 던 존 디킨스 와 그 의 아내 엘리자베스 배로 의 슬하 의 여덟 아이 중 둘째 아들 로 태어났 다 . 	찰스 디킨스	포츠머스	19
1492 년 , 제노바 출신 탐험가 크리스토퍼 콜럼버스 는 포르투갈 의 지원 을 얻 지 못하 자 이사벨 1 세 의 주도 로 카스티야 와 아라곤 왕국 이 연합 하 여 성립 된 스페인 왕실 과 계약 을 맺 어 카리브 해 제도 까지 다다라 , 원주민 들 과 처음 으로 조우 하 였 다 . 	크리스토퍼 콜럼버스	제노바	19
 니콜로 파가니니 ( , 1782 년 10 월 27 일 ~ 1840 년 5 월 27 일 ) 는 이탈리아  제노바 출신 의 바이 올린 연주가 , 작곡가 이 다 . 	니콜로 파가니니	제노바	19
 빌 게이츠 는 1955 년 10 월 28 일 에 워싱턴 주  시애틀 에서 아버지 윌리엄 H . 	빌 게이츠	시애틀	19
 빌 게이츠 는 1955 년 10 월 28 일 에 워싱턴 주 시애틀 에서 아버지 윌리엄 H . 	빌 게이츠	워싱턴 주	19
 문희준 은 서울특별시 강남구  문정동 ( 현재 는 송파구 관할 ) 에서 1 남 1 녀 중 장남 으로 태어났 다 . 	문희준	문정동	19
 안중근 은 황해도  해주군 수양산 아래 에서 진해군 현감 안인수 의 손자 이 자 진사 안태훈 의 장남 으로 태어났 다 . 	안중근	해주군	19
 안중근 은 황해도 해주 군 수양산 아래 에서 진해군 현감 안인수 의 손자 이 자 진사 안태훈 의 장남 으로 태어났 다 . 	안중근	황해도	19
그 뒤 황해도 관찰사 의 요청 으로 아버지 가 산포군 ( 山砲軍 ) 을 조직 해 농민군 을 진압 작전 을 펼치 자 소년 안중근 역시 동학 농민 운동 토벌 에 참가 하 여 , ' 박석골 전투 ' 등 에서 기습전 을 감행 하 는 데 참여 했 다 . 	안중근	황해도	19
 유덕화 ( , , , , 1961 년 9 월 27 일 ~ ) 는 홍콩 의 영화배우 , 영화 프로듀서 , 영화 연출가 , 가수 이 다 . 	유덕화	홍콩	19
1827 년 에 이오니아 제도 의 그리스 귀족 요안니스 카포디스트리아스 가 새 공화국 의 통치자 로 선출 되 었 으나 그 가 암살 당하 자 , 강대국 들 은 1832 년 에 왕정 을 세우 고 바이에른 왕국 의 오톤 을 국왕 으로 옹립 하 였 다 . 	오톤	바이에른 왕국	19
1135 년 - 고려 의 묘청 이 서경 에서 군사 를 일으켜 묘청 의 난 을 일으키 다 . 	묘청	서경	19
1135 년 - 고려 의 묘청 이 서경 에서 군사 를 일으켜 묘청 의 난 을 일으키 다 . 	묘청	고려	19
1897 년 - 조선 한성부 에서 열린 독립협회 회의 에서 서재필 , 윤치호 의 발의 로 노예 해방 이 결의 되 다 . 	윤치호	조선	19
1897 년 - 조선 한성부 에서 열린 독립협회 회의 에서 서재필 , 윤치호 의 발의 로 노예 해방 이 결의 되 다 . 	서재필	조선	19
2003 년 - 중화인민공화국 ( 홍콩 ) 의 가수 , 영화 배우  장국영 ( 장궈룽 ) . 	장국영	홍콩	19
1592 년 - 곽재우 , 의령군 에서 의병 일으킴 . 	곽재우	의령군	19
: en : Burns supper : 작별 의 작사 가 로버트 번스 의 생일 을 기념 하 는 날 , 스코틀랜드 , : en : Scottish people  	로버트 번스	스코틀랜드	19
1919 년 - 대한제국 조선 의 26 대 국왕 이 자 , 대한제국 1 대 황제 대한제국 고종 . 	대한제국 고종	조선	19
1488 년 - 조선 전기 의 왕족 , 조선 성종 의 친 형 월산대군  	조선 성종	조선	19
1488 년 - 조선 전기 의 왕족 , 조선 성종 의 친 형 월산대군 	월산대군	조선	19
기원 전 218 년 - 2 차 포에니 전쟁 , 트레비아 전투 에서 한니발 의 카르타고 군 이 로마 공화정 군 에 승리 하 다 . 	한니발	카르타고	19
361 년 - 배교자 율리아누스 가 유일 한 로마 제국 의 황제 로서 콘스탄티노폴리스 에 입성 하 다 . 	율리아누스	콘스탄티노폴리스	19
630 년 - 무함마드 가 1 만 명 의 무슬림 군대 를 이끌 고 진군 하 여 메카 를 정복 하 다 . 	무함마드	메카	19
1595 년 - 조선 의 문신 , 성리학자 , 작가 미수 허목 	허목	조선	19
1707 년 - 무굴 제국 의 6 대 황제 아우랑제브 	아우랑제브	무굴 제국	19
1946 년 - 윈스턴 처칠 이 미국  미주리 주 웨스트민스터 대학교 의 연설 에서 “ 철의 장막 ” 이 라는 말 을 처음 사용 함 . 	윈스턴 처칠	미주리 주	19
1451 년 - 메흐메트 2세 가 오스만 제국 술탄 의 지위 를 물려받 다 . 	메흐메트 2세	오스만 제국	19
1799 년 - 청나라 의 황제 건륭제 . 	건륭제	청나라	19
1877 년 - 조선 의 북학파 문신 박규수 . 	박규수	조선	19
1912 년 - 아이신기오로 푸이 가 퇴위 함 으로써 청나라 가 멸망 하 고 중화민국 이 출범 하 였 다 . 	아이신기오로 푸이	청나라	19
362 년 - 알렉산드리아의 아타나시우스 가 알렉산드리아 로 돌아가 다 . 	알렉산드리아의 아타나시우스	알렉산드리아	19
기원 전 141 년 - 전한 전한 무제 가 즉위 하 다 . 	전한 무제	전한	19
1527 년 - 조선 의 성리학 자 겸 사림파 정치인 남곤 . 	남곤	조선	19
624 년 - : en : Battle of Badr : 메카 에서 추방 당한 이슬람 의 예언자 무함마드 가 자신 의 추종자 바드리윤 ( badriyun ) 을 이끌 고 메카 의 군대 와 싸워 승리 하 다 . 	무함마드	메카	19
1917 년 - 대한제국 의 황족 이준용 . 	이준용	대한제국	19
1430 년 - 오스만 제국 의 무라트 2세 가 비잔틴 제국 의 도시 테살로니키 를 점령 하 다 . 	무라트 2세	오스만 제국	19
기원전 87 년 - 전한 전한 무제 	전한 무제	전한	19
기원 전 3 세기 - 칸나 에 전투 : 카르타고 의 한니발 이 로마 제국 에게 승리 하 다 . 	한니발	카르타고	19
1478 년 - 조선 의 문신 , 성리학 자 , 한글 학자 정인지 	정인지	조선	19
1964 년 - 탕가니카 의 초대 대통령 줄리어스 니에레레 가 영국군 에 감사장 을 수여 했 다 . 	줄리어스 니에레레	탕가니카	19
92 년 - 중국 후한 초 의 정치 가 원안 	원안	중국	19
1682 년 - 조선 의 남 인 정치인 , 학자 허목 	허목	조선	19
